,name,rating,type,ailment_tokens,positive_effects,negative_effects,description,effects,flavors,strain_id
262,Cadillac Purple,3.18,indica,"['depression', 'insomnia', 'pain', 'stress', 'headache', 'inflammation']","Relaxed, Happy, Uplifted, Sleepy","Dry Mouth, Paranoid, Dry Eyes, Anxious","Cadillac Purple is a heavy indica strain that is popular among users seeking true body relaxation and pain relief without the spacey cerebral effects common to more sativa-heavy hybrids. Depending on tolerance, this strain can be a bit of a “creeper,” but when its effects do hit, they tend to be calming, body-soothing, and may lead to some restful sleep. Buds are deep greens with plenty of purple, making for some very pretty flowers. The aroma, too, is pleasant – mild and like a sweet perfume.","Relaxed,Sleepy,Tingly,Happy,Hungry","Grape, Sweet, Citrus",262
263,Cali Gold,3.86,hybrid,"['depression', 'pain', 'stress', 'fatigue', 'headache']","Relaxed, Euphoric, Happy, Energetic, Uplifted","Dry Mouth, Paranoid, Dry Eyes, Anxious","This indica-dominant California strain will have you thinking about taking a hike in the woods with its clean, green grass smell that has hints of herbs. The potent smell is actually the first thing many users notice about Cali Gold and the taste pulls in notes of citrus, bringing to mind lemongrass. This strain is a cross between Jah OG Kush and DS Gold. The plants also look impressive, with bulky, crystalline buds. Effects tend to be body relaxing but not completely sedative, so that hike may just be a possibility.","Uplifted,Relaxed,Happy,Sleepy,Euphoric","Earthy, Skunk, Woody",263
264,Cali Jack,4.32,hybrid,"['depression', 'insomnia', 'stress', 'nausea', 'headache', 'headache']","Happy, Creative, Talkative, Sleepy, Aroused",Not Available,"Cali Jack by Medicanna Seeds is a potent union of polar opposites. Jack Herer, the sativa-dominant king of clear-minded motivation, comes together with Pre-98 Bubba Kush, a classic West Coast indica dynamo with a heavy body and laidback demeanor, to form a strain with powerful and unique properties. Exhibiting stimulating cerebral effects coupled with a body-heavy indica punch, Cali Jack can help relieve migraines, nausea, anxiety, and fibromyalgia symptoms.","Creative,Happy,Talkative,Uplifted,Euphoric","Diesel, Skunk, Sweet",264
265,Cali Kush,3.18,hybrid,"['depression', 'insomnia', 'pain', 'stress', 'headache', 'headache']","Relaxed, Euphoric, Happy, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Cali Kush must have been a no-brainer when it came time to name this strain given the popularity of Kush varieties in The Golden State. Its buds are large and dense with few leaves and not many pistils. The flowers will be light green shot through with icy blue and packed with trichomes throughout. Cali Kush buds have a fruity citrus aroma with the darker coffee notes of a kush. Spicier tones and the coffee kushness are more apparent in the taste. The indica-dominant variation of this hybrid has been more popular, but a sativa-dominant version has also been spotted.","Relaxed,Happy,Hungry,Euphoric,Uplifted","Sweet, Earthy, Woody",265
266,California Grapefruit,3.64,indica,"['depression', 'insomnia', 'cramp', 'fatigue', 'eye', 'pressure']","Relaxed, Euphoric, Happy, Uplifted, Tingly","Dry Mouth, Paranoid","California Grapefruit by DNA Genetics is an indica strain that draws from a palette of California-grown genetics: Northern Lights, Skunk #1, and Afghani. Loyal to her indica dominance, California Grapefruit promises a heavily relaxing effect that takes a few minutes to fully kick in, even when inhaled. The weight of this indica may just be enough to crush pain, insomnia, and muscle tension in most patients. Its earthy flavor is accented by a sweet, sour grapefruit aroma which lends this strain its name.","Euphoric,Relaxed,Tingly,Talkative,Uplifted","Citrus, Grapefruit, Pear",266
267,California Orange,3.41,hybrid,"['depression', 'pain', 'stress', 'headache', 'fatigue', 'headache']","Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","California Orange is an old school classic, dating back to at least 1980, and as such, there is a great deal of mystery surrounding its origin. It is generally accepted to be a 50/50 indica/sativa hybrid, is quite easy to grow, and produces a sweet citrus aroma reminiscent of orange zest. Also known as Cali-O, Cali Orange Bud, C.O.B., and available from Dutch Passion as “Californian Orange” in feminized seed form, this hybrid has found its way around the globe and is a favorite with many growers. Most users report that California Orange produces an upbeat, clear-headed high when consumed in moderation, while heavier dosing can lead to a more indica-type body feeling.","Happy,Relaxed,Uplifted,Euphoric,Giggly","Orange, Citrus, Sweet",267
268,California Sour,1.82,hybrid,"['depression', 'insomnia', 'stress', 'lack', 'appetite', 'muscle', 'spasm']","Relaxed, Euphoric, Energetic, Focused","Dry Mouth, Dry Eyes",California Sour is an elusive hybrid strain that has given rise to many flavorful cannabis varieties such as Lemon Diesel and Sour Lemon OG. This hybrid balances the genetics of a Mexican sativa and an Afghani indica.,"Focused,Relaxed,Euphoric,Energetic,Uplifted","Lemon, Citrus, Diesel",268
269,Cambodian,3.18,sativa,['fatigue'],"Relaxed, Euphoric, Happy, Energetic, Talkative",Not Available,Cambodian refers to any strain that grows natively in this region. These indigenous vareities (also called landraces) tend to be sativa in structure and effect due to Cambodia's latitude and climate.,"Energetic,Talkative,Happy,Relaxed,Uplifted","Earthy, Tropical, Flowery",269
270,Cambodian Haze,4.09,sativa,"['depression', 'stress', 'nausea', 'headache', 'eye', 'pressure']","Euphoric, Happy, Creative, Aroused",Dry Eyes,"Reeferman Seeds created the vibrant Cambodian Haze sativa by crossing a Cambodian landrace strain with Purple Haze. This South East Asian spin on the classic Purple Haze will deliver a strong euphoric experience without exacerbating paranoia. Known to be extremely sticky in texture and sweet in flavor, Cambodian Haze is the perfect sativa for staying productive without being up all night. Flowering in 11 to 12 weeks, this strain is best suited for indoor and greenhouse grows for an experienced grower.","Euphoric,Happy,Aroused,Creative,Relaxed","Citrus, Sweet, Lemon",270
271,Candy Cane,3.64,indica,"['depression', 'insomnia', 'pain', 'stress', 'lack', 'appetite']","Relaxed, Happy, Creative, Tingly, Sleepy","Dizzy, Dry Mouth, Dry Eyes","Candy Cane is a 70% indica strain from Crop King Seeds that combines AK-47, Mango, and White Widow genetics. Its sour, fruity taste is followed by long-lasting, euphoric effects that combat stress and tension. Candy Cane autoflowers in 7 weeks and produces moderately high yields in both indoor and outdoor gardens.","Relaxed,Sleepy,Euphoric,Hungry,Happy","Sweet, Mint, Pepper",271
272,Candy Jack,3.41,sativa,"['depression', 'pain', 'stress', 'lack', 'appetite', 'headache', 'fatigue']","Euphoric, Happy, Creative, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Candy Jack is a mostly sativa strain that provides a swift boost to your mood alongside a sweet, citrus aroma. The fragrant smell is inherited from its Skunk #1 parent, while creative and focused effects stem from the Jack Herer side of the family. While its complex terpene profile may impress even the most hardened connoisseur, patients typically appreciate Candy Jack’s ability to counter stress, depression, and appetite loss. With a few Cannabis Cup wins already under its belt, Candy Jack’s potency, flavor, and effects have won this sativa a sterling reputation in the cannabis world.","Happy,Energetic,Euphoric,Creative,Focused","Sweet, Skunk, Earthy",272
273,Candyland,4.09,sativa,"['depression', 'pain', 'stress', 'fatigue', 'headache']","Relaxed, Euphoric, Happy, Energetic, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes, Anxious","Candyland, a gold medalist of the 2012 KushCon, is a sativa-dominant hybrid bred from Granddaddy Purple and Bay Platinum Cookies. Golden hairs weave through Candyland’s thick coat of sugar-like trichomes and highlight the compact, camouflage-colored buds. This strain grows well indoors and out, and patients turn to Candyland to relieve pain, muscle tension, and sour moods. Strong sativa genetics give Candyland uplifting and stimulating effects, making it a perfect strain for social gatherings or creative pastimes.","Happy,Uplifted,Energetic,Euphoric,Creative","Sweet, Earthy, Pungent",273
274,Cannadential,2.95,hybrid,"['insomnia', 'pain', 'stress', 'headache', 'headache', 'inflammation']","Relaxed, Euphoric, Happy, Uplifted","Dizzy, Dry Mouth, Dry Eyes, Anxious","Grows like Cannalope Haze, tastes like LA Confidential. This plant is the perfect mix of indica/sativa. Heavy buds and a fruity smell brought to us by those crazy geneticists from DNA Genetics. Anything crossed into the LA strain results in something special, every time.","Euphoric,Happy,Relaxed,Uplifted,Energetic","Earthy, Pungent, Diesel",274
275,Cannalope Haze,3.18,sativa,"['depression', 'pain', 'stress', 'lack', 'appetite', 'headache', 'headache']","Relaxed, Euphoric, Happy, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Like the name suggests, Cannalope Haze is a sweet mix of tropical, melon, and floral flavors. Almost a pure sativa that crosses Haze Brothers Original Haze and a Mexican landrace, this strain is a great solution for fatigue and when struggling with appetite loss. The smooth taste and hefty resin production make it great for producing concentrates.","Happy,Relaxed,Energetic,Uplifted,Creative","Tropical, Sweet, Earthy",275
276,Cannalope Kush,3.86,hybrid,"['depression', 'pain', 'stress', 'fatigue', 'headache']","Euphoric, Happy, Energetic, Uplifted, Focused","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Cannalope Kush from DNA Genetics mixes the powerful effects of OG #18 with the sweet fruity flavors of Cannalope Haze. Though it is sativa-dominant, many enjoy the balancing act of the underlying indica influence. This hybrid delivers a pleasant light smoke with woody undertones alongside an energetic burst of cerebral activity and euphoria.","Uplifted,Happy,Relaxed,Euphoric,Focused","Sweet, Tropical, Pine",276
277,Cannatonic,3.41,hybrid,"['depression', 'pain', 'stress', 'headache', 'inflammation', 'muscle', 'spasm']","Relaxed, Euphoric, Happy, Uplifted, Focused","Dizzy, Dry Mouth, Dry Eyes, Anxious","Cannatonic is a unique hybrid strain bred by Spanish seed bank Resin Seeds specifically for its low THC content (rarely above 6%) and high CBD content (6-17%). A cross between a female MK Ultra and a famous G13 Haze male, it produces a relatively short-lived, mellow high that is also uplifting and powerfully relaxing, thanks to the high CBD content. As one of the premier medical strains, Cannatonic is often used to treat pain, muscle spasms, anxiety, migraines, and a wide variety of other physiological and psychological symptoms. Most phenotypes present with a slight earthy odor and a mild, sweet, vaguely citrusy flavor.","Relaxed,Happy,Uplifted,Focused,Euphoric","Earthy, Pine, Citrus",277
278,Capers,4.09,indica,"['insomnia', 'pain', 'lack', 'appetite', 'nausea', 'muscle', 'spasm']","Relaxed, Hungry, Happy, Uplifted, Sleepy",Dry Mouth,"Capers is a mostly indica strain believed to have descended from the Burmese Kush genetic line. Pain and insomnia are crushed under the weight of this indica's relaxing effects, making this powerhouse indica a perfect choice for late night consumption. Its THC content typically falls around 15% with other cannabinoids occuring in trace amounts.","Sleepy,Happy,Hungry,Relaxed,Uplifted","Pungent, Skunk, Earthy",278
279,Caramel Candy Kush,4.09,hybrid,"['depression', 'pain', 'stress', 'fatigue', 'headache']","Relaxed, Euphoric, Happy, Energetic, Uplifted",Dry Mouth,"Caramel Candy Kush is an indica-dominant hybrid of Pre-98 Bubba Kush and Ms. Universe bred by Dynasty Seeds. There are two distinct phenotypes, one that is Bubba-dominant and the other that is led by Ms. Universe genetics. Caramel Candy Kush expresses itself with flavors of sugary caramel, fruity notes of cherry and grape, and a creamy coffee finish that offers an immediate rush of heady effects and provide calming relief from chronic pain. The complex terpene profile and excellent resin production make this a great choice for producing hash and other concentrates.","Relaxed,Happy,Focused,Creative,Talkative","Sweet, Coffee, Earthy",279
280,Caramel Kona Coffee Kush,3.86,indica,"['depression', 'pain', 'stress']","Relaxed, Euphoric, Happy, Creative, Aroused",Not Available,"Caramel Kona Coffee Kush is a flavorful, alliterative cross by Pua Mana 1st Hawaiian Pakalōlō Seed Bank. This sweet wahine is luscious on the palate and heavy on the body, draping the limbs in cushy, weighted relaxation. CKC Kush’s Caramel Kush mother gives this strain its predominant flavor and physical effects, but the strain’s Kona Gold father shines through in latent spicy undertones and heady mental buzz. Noted as one of the most delicious strains in the Pua Mana archives, Caramel Kona Coffee Kush is a perfect strain to shrug off stress and treat yourself at the end of the day.","Relaxed,Uplifted,Tingly,Hungry,Happy","Coffee, Earthy, Flowery",280
281,Caramelicious,3.18,hybrid,"['insomnia', 'pain', 'stress', 'headache', 'inflammation', 'muscle', 'spasm']","Relaxed, Euphoric, Happy, Creative, Uplifted","Dizzy, Dry Mouth, Paranoid, Dry Eyes","Caramelicious is a hybrid cannabis variety that has sticky buds and a caramel flavor. A favorite after dinner smoke for some, provides a sweet taste and happy high.","Focused,Happy,Relaxed,Euphoric,Creative","Sweet, Vanilla, Coffee",281
